UF,Município,Marca Modelo,Ano Fabricação Veículo CRV,Qtd. Veículos
SAO PAULO,SAO JOSE DOS CAMPOS,I/PORSCHE CAYMAN GTS 4.0,2024,1.0
SAO PAULO,SAO JOSE DOS CAMPOS,I/PORSCHE MACAN E4,2024,1.0
SAO PAULO,SAO JOSE DOS CAMPOS,I/PORSCHE MACAN GTS,2024,1.0
SAO PAULO,SAO PAULO,I/PORSCHE 911 CAR 4GTS,2024,9.0
SAO PAULO,SAO PAULO,I/PORSCHE 911 CAR 4GTS C,2024,1.0
SAO PAULO,SAO PAULO,I/PORSCHE 911 CAR GTS CA,2024,7.0
SAO PAULO,SAO PAULO,I/PORSCHE 911 CARRERA,2024,104.0
SAO PAULO,SAO PAULO,I/PORSCHE 911 CARRERA C,2024,13.0
SAO PAULO,SAO PAULO,I/PORSCHE 911 CARRERA S,2024,17.0
SAO PAULO,SAO PAULO,I/PORSCHE 911 CARRERA SC,2024,4.0
SAO PAULO,SAO PAULO,I/PORSCHE 911 CARRERA T,2024,17.0
SAO PAULO,SAO PAULO,I/PORSCHE 911 GT3 RS,2024,14.0
SAO PAULO,SAO PAULO,I/PORSCHE 911 ST,2024,8.0
SAO PAULO,SAO PAULO,I/PORSCHE 911 TARGA 4GTS,2024,20.0
SAO PAULO,SAO PAULO,I/PORSCHE 911 TURBO,2024,2.0
SAO PAULO,SAO PAULO,I/PORSCHE 911 TURBO CAB,2024,1.0
SAO PAULO,SAO PAULO,I/PORSCHE 911 TURBO S,2024,26.0
SAO PAULO,SAO PAULO,I/PORSCHE 911 TURBO S CA,2024,2.0
SAO PAULO,SAO PAULO,I/PORSCHE 911CARRERA GTS,2024,42.0
SAO PAULO,SAO PAULO,I/PORSCHE BOXSTER,2024,78.0
SAO PAULO,SAO PAULO,I/PORSCHE BOXSTER GTS4.0,2024,27.0
SAO PAULO,SAO PAULO,I/PORSCHE BOXSTER SPD RS,2024,6.0
SAO PAULO,SAO PAULO,I/PORSCHE BOXSTER STYLE,2024,19.0
SAO PAULO,SAO PAULO,I/PORSCHE CAYENNE CP PHE,2024,162.0
SAO PAULO,SAO PAULO,I/PORSCHE CAYENNE GT CP,2024,28.0
SAO PAULO,SAO PAULO,I/PORSCHE CAYENNE PHEV,2024,83.0
SAO PAULO,SAO PAULO,I/PORSCHE CAYENNE S,2024,1.0
SAO PAULO,SAO PAULO,I/PORSCHE CAYENNE S CP,2024,8.0
SAO PAULO,SAO PAULO,I/PORSCHE CAYENNE S PHEV,2024,42.0
SAO PAULO,SAO PAULO,I/PORSCHE CAYENNE SCPHEV,2024,61.0
SAO PAULO,SAO PAULO,I/PORSCHE CAYENNE T PHEV,2024,9.0
SAO PAULO,SAO PAULO,I/PORSCHE CAYENNE TCPHEV,2024,20.0
SAO PAULO,SAO PAULO,I/PORSCHE CAYMAN,2024,29.0
SAO PAULO,SAO PAULO,I/PORSCHE CAYMAN GT4 RS,2024,8.0
SAO PAULO,SAO PAULO,I/PORSCHE CAYMAN GTS 4.0,2024,18.0
SAO PAULO,SAO PAULO,I/PORSCHE CAYMAN STYLE,2024,12.0
SAO PAULO,SAO PAULO,I/PORSCHE MACAN,2024,122.0
SAO PAULO,SAO PAULO,I/PORSCHE MACAN E4,2024,20.0
SAO PAULO,SAO PAULO,I/PORSCHE MACAN E4S,2024,20.0
SAO PAULO,SAO PAULO,I/PORSCHE MACAN ETURBO,2024,9.0
SAO PAULO,SAO PAULO,I/PORSCHE MACAN GTS,2024,51.0
SAO PAULO,SAO PAULO,I/PORSCHE MACAN S,2024,43.0
SAO PAULO,SAO PAULO,I/PORSCHE MACAN T,2024,58.0
SAO PAULO,SAO PAULO,I/PORSCHE PANAMERA 4EHYB,2024,16.0
SAO PAULO,SAO PAULO,I/PORSCHE PANAMERA 4SEHY,2024,9.0
SAO PAULO,SAO PAULO,I/PORSCHE TAYCAN  4CT,2024,3.0
SAO PAULO,SAO ROQUE,I/PORSCHE 911 CARRERA T,2024,1.0
SAO PAULO,SAO ROQUE,I/PORSCHE BOXSTER,2024,1.0
SAO PAULO,SAO ROQUE,I/PORSCHE CAYENNE CP PHE,2024,3.0
SAO PAULO,SAO ROQUE,I/PORSCHE CAYENNE SCPHEV,2024,1.0
SAO PAULO,SAO SEBASTIAO,I/PORSCHE 911 CAR GTS CA,2024,1.0
SAO PAULO,SAO SEBASTIAO,I/PORSCHE 911 CARRERA S,2024,1.0
SAO PAULO,SAO VICENTE,I/PORSCHE 911 CARRERA,2024,1.0
SAO PAULO,SAO VICENTE,I/PORSCHE MACAN,2024,1.0
SAO PAULO,SERRANA,I/PORSCHE CAYENNE GT CP,2024,1.0
SAO PAULO,SERRANA,I/PORSCHE MACAN,2024,1.0
SAO PAULO,SERTAOZINHO,I/PORSCHE BOXSTER,2024,1.0
SAO PAULO,SERTAOZINHO,I/PORSCHE CAYENNE GT CP,2024,1.0
SAO PAULO,SERTAOZINHO,I/PORSCHE CAYENNE PHEV,2024,1.0
SAO PAULO,SERTAOZINHO,I/PORSCHE MACAN,2024,1.0
SAO PAULO,SERTAOZINHO,I/PORSCHE MACAN GTS,2024,1.0
SAO PAULO,SOCORRO,I/PORSCHE BOXSTER,2024,1.0
SAO PAULO,SOROCABA,I/PORSCHE 911 CARRERA C,2024,4.0
SAO PAULO,SOROCABA,I/PORSCHE 911 CARRERA T,2024,2.0
SAO PAULO,SOROCABA,I/PORSCHE 911 TURBO S,2024,1.0
SAO PAULO,SOROCABA,I/PORSCHE 911CARRERA GTS,2024,1.0
SAO PAULO,SOROCABA,I/PORSCHE BOXSTER,2024,4.0
SAO PAULO,SOROCABA,I/PORSCHE BOXSTER GTS4.0,2024,2.0
SAO PAULO,SOROCABA,I/PORSCHE BOXSTER STYLE,2024,1.0
SAO PAULO,SOROCABA,I/PORSCHE CAYENNE CP PHE,2024,3.0
SAO PAULO,SOROCABA,I/PORSCHE CAYENNE GT CP,2024,1.0
SAO PAULO,SOROCABA,I/PORSCHE CAYENNE S PHEV,2024,2.0
SAO PAULO,SOROCABA,I/PORSCHE CAYENNE SCPHEV,2024,3.0
SAO PAULO,SOROCABA,I/PORSCHE CAYMAN,2024,1.0
SAO PAULO,SOROCABA,I/PORSCHE CAYMAN GTS 4.0,2024,1.0
SAO PAULO,SOROCABA,I/PORSCHE MACAN,2024,4.0
SAO PAULO,SOROCABA,I/PORSCHE MACAN S,2024,1.0
SAO PAULO,SOROCABA,I/PORSCHE MACAN T,2024,1.0
SAO PAULO,SOROCABA,I/PORSCHE PANAMERA 4EHYB,2024,1.0
SAO PAULO,SUMARE,I/PORSCHE CAYENNE S PHEV,2024,1.0
SAO PAULO,SUMARE,I/PORSCHE MACAN,2024,1.0
SAO PAULO,SUZANO,I/PORSCHE 911 CARRERA SC,2024,1.0
SAO PAULO,SUZANO,I/PORSCHE 911 TARGA 4GTS,2024,1.0
SAO PAULO,SUZANO,I/PORSCHE BOXSTER,2024,1.0
SAO PAULO,SUZANO,I/PORSCHE CAYENNE CP PHE,2024,1.0
SAO PAULO,SUZANO,I/PORSCHE CAYMAN GT4 RS,2024,1.0
SAO PAULO,TABOAO DA SERRA,I/PORSCHE 911 CARRERA T,2024,1.0
SAO PAULO,TABOAO DA SERRA,I/PORSCHE BOXSTER STYLE,2024,1.0
SAO PAULO,TABOAO DA SERRA,I/PORSCHE MACAN,2024,1.0
SAO PAULO,TAQUARITINGA,I/PORSCHE 911 TURBO S,2024,1.0
SAO PAULO,TAQUARITINGA,I/PORSCHE 911CARRERA GTS,2024,1.0
SAO PAULO,TAQUARITINGA,I/PORSCHE BOXSTER GTS4.0,2024,1.0
SAO PAULO,TATUI,I/PORSCHE 911 CARRERA,2024,2.0
SAO PAULO,TATUI,I/PORSCHE 911CARRERA GTS,2024,1.0
SAO PAULO,TATUI,I/PORSCHE MACAN,2024,1.0
SAO PAULO,TAUBATE,I/PORSCHE BOXSTER STYLE,2024,1.0
SAO PAULO,TAUBATE,I/PORSCHE CAYENNE CP PHE,2024,2.0
SAO PAULO,TAUBATE,I/PORSCHE CAYENNE SCPHEV,2024,1.0
SAO PAULO,TAUBATE,I/PORSCHE MACAN T,2024,1.0
SAO PAULO,TIETE,I/PORSCHE MACAN GTS,2024,1.0
SAO PAULO,TREMEMBE,I/PORSCHE 911CARRERA GTS,2024,1.0
SAO PAULO,TUPA,I/PORSCHE 911 CARRERA T,2024,1.0
SAO PAULO,TUPA,I/PORSCHE MACAN,2024,1.0
SAO PAULO,UBATUBA,I/PORSCHE 911 CARRERA,2024,1.0
SAO PAULO,UBATUBA,I/PORSCHE CAYENNE SCPHEV,2024,1.0
SAO PAULO,UBATUBA,I/PORSCHE CAYENNE T PHEV,2024,1.0
SAO PAULO,VALENTIM GENTIL,I/PORSCHE BOXSTER STYLE,2024,1.0
SAO PAULO,VALINHOS,I/PORSCHE 911 CARRERA,2024,3.0
SAO PAULO,VALINHOS,I/PORSCHE 911 CARRERA C,2024,3.0
SAO PAULO,VALINHOS,I/PORSCHE 911 CARRERA T,2024,1.0
SAO PAULO,VALINHOS,I/PORSCHE 911CARRERA GTS,2024,1.0
SAO PAULO,VALINHOS,I/PORSCHE BOXSTER,2024,1.0
SAO PAULO,VALINHOS,I/PORSCHE BOXSTER GTS4.0,2024,1.0
SAO PAULO,VALINHOS,I/PORSCHE CAYENNE CP PHE,2024,1.0
SAO PAULO,VALINHOS,I/PORSCHE CAYENNE PHEV,2024,4.0
SAO PAULO,VALINHOS,I/PORSCHE CAYENNE S PHEV,2024,1.0
SAO PAULO,VALINHOS,I/PORSCHE MACAN,2024,5.0
SAO PAULO,VARGEM GRANDE DO SUL,I/PORSCHE 911CARRERA GTS,2024,1.0
SAO PAULO,VARZEA PAULISTA,I/PORSCHE 911 CARRERA S,2024,1.0
SAO PAULO,VINHEDO,I/PORSCHE 911 CAR 4GTS C,2024,1.0
SAO PAULO,VINHEDO,I/PORSCHE 911 CARRERA C,2024,1.0
SAO PAULO,VINHEDO,I/PORSCHE 911 TURBO S,2024,2.0
SAO PAULO,VINHEDO,I/PORSCHE CAYENNE GT CP,2024,1.0
SAO PAULO,VINHEDO,I/PORSCHE CAYENNE PHEV,2024,1.0
SAO PAULO,VINHEDO,I/PORSCHE CAYMAN,2024,1.0
SAO PAULO,VINHEDO,I/PORSCHE CAYMAN STYLE,2024,1.0
SAO PAULO,VINHEDO,I/PORSCHE MACAN GTS,2024,1.0
SAO PAULO,VOTORANTIM,I/PORSCHE 911 CARRERA,2024,1.0
SAO PAULO,VOTORANTIM,I/PORSCHE 911CARRERA GTS,2024,1.0
SAO PAULO,VOTORANTIM,I/PORSCHE BOXSTER SPD RS,2024,1.0
SAO PAULO,VOTORANTIM,I/PORSCHE CAYENNE CP PHE,2024,1.0
SAO PAULO,VOTORANTIM,I/PORSCHE CAYENNE SCPHEV,2024,2.0
SAO PAULO,VOTORANTIM,I/PORSCHE MACAN E4S,2024,1.0
SAO PAULO,VOTUPORANGA,I/PORSCHE BOXSTER GTS4.0,2024,1.0
SAO PAULO,VOTUPORANGA,I/PORSCHE CAYENNE S PHEV,2024,1.0
SAO PAULO,VOTUPORANGA,I/PORSCHE CAYENNE T PHEV,2024,1.0
SERGIPE,ARACAJU,I/PORSCHE 911 CARRERA C,2024,1.0
SERGIPE,ARACAJU,I/PORSCHE 911 CARRERA S,2024,1.0
SERGIPE,ARACAJU,I/PORSCHE CAYENNE SCPHEV,2024,1.0
SERGIPE,ARACAJU,I/PORSCHE CAYMAN,2024,1.0
SERGIPE,ARACAJU,I/PORSCHE CAYMAN STYLE,2024,1.0
SERGIPE,ITABAIANA,I/PORSCHE 911 CARRERA,2024,1.0
TOCANTINS,PALMAS,I/PORSCHE MACAN,2024,1.0
