UF,Município,Marca Modelo,Ano Fabricação Veículo CRV,Qtd. Veículos
SANTA CATARINA,SAO JOSE,I/PORSCHE MACAN T,2024,5.0
SANTA CATARINA,SAO JOSE DO CEDRO,I/PORSCHE 911 CARRERA,2024,1.0
SANTA CATARINA,SAO LUDGERO,I/PORSCHE CAYENNE CP PHE,2024,1.0
SANTA CATARINA,SAO LUDGERO,I/PORSCHE CAYENNE PHEV,2024,1.0
SANTA CATARINA,SAO LUDGERO,I/PORSCHE MACAN,2024,1.0
SANTA CATARINA,SAO MIGUEL D'OESTE,I/PORSCHE 911 CARRERA,2024,1.0
SANTA CATARINA,SAO MIGUEL D'OESTE,I/PORSCHE 911 CARRERA SC,2024,1.0
SANTA CATARINA,TIJUCAS,I/PORSCHE 911 CARRERA,2024,1.0
SANTA CATARINA,TIJUCAS,I/PORSCHE BOXSTER,2024,2.0
SANTA CATARINA,TIJUCAS,I/PORSCHE BOXSTER GTS4.0,2024,1.0
SANTA CATARINA,TIJUCAS,I/PORSCHE MACAN,2024,1.0
SANTA CATARINA,TIMBO,I/PORSCHE CAYMAN,2024,1.0
SANTA CATARINA,TREZE DE MAIO,I/PORSCHE MACAN S,2024,1.0
SANTA CATARINA,TUBARAO,I/PORSCHE 911 CARRERA,2024,1.0
SANTA CATARINA,TUBARAO,I/PORSCHE BOXSTER,2024,1.0
SANTA CATARINA,TUBARAO,I/PORSCHE CAYENNE PHEV,2024,2.0
SANTA CATARINA,URUBICI,I/PORSCHE CAYENNE CP PHE,2024,1.0
SANTA CATARINA,VIDEIRA,I/PORSCHE CAYENNE S PHEV,2024,1.0
SANTA CATARINA,VIDEIRA,I/PORSCHE MACAN,2024,1.0
SANTA CATARINA,XANXERE,I/PORSCHE 911 TURBO CAB,2024,1.0
SANTA CATARINA,XANXERE,I/PORSCHE CAYENNE SCPHEV,2024,2.0
SANTA CATARINA,XAXIM,I/PORSCHE CAYENNE PHEV,2024,1.0
SAO PAULO,AGUAI,I/PORSCHE 911 CARRERA,2024,1.0
SAO PAULO,AGUAS DE SANTA BARBARA,I/PORSCHE CAYMAN,2024,1.0
SAO PAULO,AGUDOS,I/PORSCHE BOXSTER,2024,1.0
SAO PAULO,AMERICANA,I/PORSCHE 911 CARRERA,2024,3.0
SAO PAULO,AMERICANA,I/PORSCHE 911 CARRERA C,2024,1.0
SAO PAULO,AMERICANA,I/PORSCHE 911CARRERA GTS,2024,2.0
SAO PAULO,AMERICANA,I/PORSCHE BOXSTER,2024,1.0
SAO PAULO,AMERICANA,I/PORSCHE BOXSTER GTS4.0,2024,1.0
SAO PAULO,AMERICANA,I/PORSCHE CAYENNE CP PHE,2024,3.0
SAO PAULO,AMERICANA,I/PORSCHE CAYENNE PHEV,2024,2.0
SAO PAULO,AMERICANA,I/PORSCHE CAYENNE SCPHEV,2024,3.0
SAO PAULO,AMERICANA,I/PORSCHE MACAN,2024,5.0
SAO PAULO,AMERICANA,I/PORSCHE MACAN GTS,2024,1.0
SAO PAULO,AMERICANA,I/PORSCHE MACAN S,2024,1.0
SAO PAULO,AMERICANA,I/PORSCHE MACAN T,2024,1.0
SAO PAULO,ANDRADINA,I/PORSCHE CAYMAN,2024,1.0
SAO PAULO,APARECIDA,I/PORSCHE BOXSTER GTS4.0,2024,1.0
SAO PAULO,ARACARIGUAMA,I/PORSCHE BOXSTER,2024,1.0
SAO PAULO,ARACATUBA,I/PORSCHE 911 CAR GTS CA,2024,1.0
SAO PAULO,ARACATUBA,I/PORSCHE 911 CARRERA S,2024,1.0
SAO PAULO,ARACATUBA,I/PORSCHE CAYENNE PHEV,2024,3.0
SAO PAULO,ARACATUBA,I/PORSCHE CAYENNE SCPHEV,2024,1.0
SAO PAULO,ARACATUBA,I/PORSCHE CAYMAN GTS 4.0,2024,1.0
SAO PAULO,ARACATUBA,I/PORSCHE MACAN T,2024,1.0
SAO PAULO,ARACOIABA DA SERRA,I/PORSCHE 911 CARRERA,2024,1.0
SAO PAULO,ARACOIABA DA SERRA,I/PORSCHE 911CARRERA GTS,2024,1.0
SAO PAULO,ARACOIABA DA SERRA,I/PORSCHE CAYMAN,2024,1.0
SAO PAULO,ARARAQUARA,I/PORSCHE 911 CAR GTS CA,2024,1.0
SAO PAULO,ARARAQUARA,I/PORSCHE 911 CARRERA,2024,1.0
SAO PAULO,ARARAQUARA,I/PORSCHE 911CARRERA GTS,2024,1.0
SAO PAULO,ARARAQUARA,I/PORSCHE BOXSTER,2024,1.0
SAO PAULO,ARARAQUARA,I/PORSCHE CAYENNE S PHEV,2024,1.0
SAO PAULO,ARARAQUARA,I/PORSCHE MACAN,2024,1.0
SAO PAULO,ARARAQUARA,I/PORSCHE MACAN T,2024,2.0
SAO PAULO,ARARAS,I/PORSCHE 911 CARRERA,2024,3.0
SAO PAULO,ARARAS,I/PORSCHE BOXSTER,2024,1.0
SAO PAULO,ARARAS,I/PORSCHE BOXSTER STYLE,2024,1.0
SAO PAULO,ARARAS,I/PORSCHE CAYENNE CP PHE,2024,1.0
SAO PAULO,ARARAS,I/PORSCHE CAYENNE GT CP,2024,1.0
SAO PAULO,ARARAS,I/PORSCHE CAYENNE PHEV,2024,2.0
SAO PAULO,ARARAS,I/PORSCHE MACAN S,2024,2.0
SAO PAULO,ARARAS,I/PORSCHE MACAN T,2024,2.0
SAO PAULO,ARTUR NOGUEIRA,I/PORSCHE 911 CARRERA,2024,1.0
SAO PAULO,ARUJA,I/PORSCHE 911 TURBO S,2024,1.0
SAO PAULO,ARUJA,I/PORSCHE 911CARRERA GTS,2024,1.0
SAO PAULO,ARUJA,I/PORSCHE BOXSTER,2024,2.0
SAO PAULO,ARUJA,I/PORSCHE CAYENNE CP PHE,2024,2.0
SAO PAULO,ARUJA,I/PORSCHE CAYENNE PHEV,2024,1.0
SAO PAULO,ARUJA,I/PORSCHE CAYENNE SCPHEV,2024,1.0
SAO PAULO,ARUJA,I/PORSCHE MACAN T,2024,3.0
SAO PAULO,ARUJA,I/PORSCHE PANAMERA 4SEHY,2024,1.0
SAO PAULO,ASSIS,I/PORSCHE CAYENNE CP PHE,2024,2.0
SAO PAULO,ATIBAIA,I/PORSCHE 911 CAR 4GTS,2024,1.0
SAO PAULO,ATIBAIA,I/PORSCHE 911CARRERA GTS,2024,1.0
SAO PAULO,ATIBAIA,I/PORSCHE BOXSTER,2024,1.0
SAO PAULO,ATIBAIA,I/PORSCHE CAYENNE PHEV,2024,1.0
SAO PAULO,ATIBAIA,I/PORSCHE MACAN,2024,1.0
SAO PAULO,ATIBAIA,I/PORSCHE MACAN GTS,2024,2.0
SAO PAULO,ATIBAIA,I/PORSCHE MACAN T,2024,1.0
SAO PAULO,BADY BASSITT,I/PORSCHE BOXSTER,2024,1.0
SAO PAULO,BARRETOS,I/PORSCHE 911 CAR GTS CA,2024,1.0
SAO PAULO,BARRETOS,I/PORSCHE BOXSTER,2024,1.0
SAO PAULO,BARRETOS,I/PORSCHE CAYENNE CP PHE,2024,1.0
SAO PAULO,BARRETOS,I/PORSCHE CAYENNE PHEV,2024,2.0
SAO PAULO,BARRETOS,I/PORSCHE CAYENNE SCPHEV,2024,1.0
SAO PAULO,BARRETOS,I/PORSCHE CAYMAN STYLE,2024,1.0
SAO PAULO,BARRETOS,I/PORSCHE MACAN,2024,3.0
SAO PAULO,BARUERI,I/PORSCHE 911 CAR 4GTS,2024,3.0
SAO PAULO,BARUERI,I/PORSCHE 911 CAR GTS CA,2024,1.0
SAO PAULO,BARUERI,I/PORSCHE 911 CARRERA,2024,9.0
SAO PAULO,BARUERI,I/PORSCHE 911 CARRERA C,2024,1.0
SAO PAULO,BARUERI,I/PORSCHE 911 CARRERA SC,2024,1.0
SAO PAULO,BARUERI,I/PORSCHE 911 GT3 RS,2024,1.0
SAO PAULO,BARUERI,I/PORSCHE 911 TARGA 4GTS,2024,2.0
SAO PAULO,BARUERI,I/PORSCHE 911 TURBO,2024,1.0
SAO PAULO,BARUERI,I/PORSCHE 911 TURBO S,2024,2.0
SAO PAULO,BARUERI,I/PORSCHE 911 TURBO S CA,2024,1.0
SAO PAULO,BARUERI,I/PORSCHE 911CARRERA GTS,2024,5.0
SAO PAULO,BARUERI,I/PORSCHE BOXSTER,2024,4.0
SAO PAULO,BARUERI,I/PORSCHE BOXSTER GTS4.0,2024,4.0
SAO PAULO,BARUERI,I/PORSCHE BOXSTER STYLE,2024,1.0
SAO PAULO,BARUERI,I/PORSCHE CAYENNE CP PHE,2024,16.0
SAO PAULO,BARUERI,I/PORSCHE CAYENNE GT CP,2024,2.0
SAO PAULO,BARUERI,I/PORSCHE CAYENNE PHEV,2024,7.0
SAO PAULO,BARUERI,I/PORSCHE CAYENNE S PHEV,2024,4.0
SAO PAULO,BARUERI,I/PORSCHE CAYENNE SCPHEV,2024,6.0
SAO PAULO,BARUERI,I/PORSCHE CAYENNE T PHEV,2024,2.0
SAO PAULO,BARUERI,I/PORSCHE CAYENNE TCPHEV,2024,1.0
SAO PAULO,BARUERI,I/PORSCHE CAYMAN,2024,1.0
SAO PAULO,BARUERI,I/PORSCHE CAYMAN STYLE,2024,2.0
SAO PAULO,BARUERI,I/PORSCHE MACAN,2024,13.0
SAO PAULO,BARUERI,I/PORSCHE MACAN E4,2024,2.0
SAO PAULO,BARUERI,I/PORSCHE MACAN E4S,2024,1.0
SAO PAULO,BARUERI,I/PORSCHE MACAN ETURBO,2024,1.0
SAO PAULO,BARUERI,I/PORSCHE MACAN GTS,2024,2.0
SAO PAULO,BARUERI,I/PORSCHE MACAN S,2024,3.0
SAO PAULO,BARUERI,I/PORSCHE MACAN T,2024,6.0
SAO PAULO,BARUERI,I/PORSCHE PANAMERA 4EHYB,2024,1.0
SAO PAULO,BARUERI,I/PORSCHE PANAMERA 4SEHY,2024,1.0
SAO PAULO,BAURU,I/PORSCHE 911CARRERA GTS,2024,1.0
SAO PAULO,BAURU,I/PORSCHE BOXSTER,2024,5.0
SAO PAULO,BAURU,I/PORSCHE BOXSTER GTS4.0,2024,2.0
SAO PAULO,BAURU,I/PORSCHE CAYENNE CP PHE,2024,4.0
SAO PAULO,BAURU,I/PORSCHE CAYENNE S PHEV,2024,1.0
SAO PAULO,BAURU,I/PORSCHE CAYMAN,2024,1.0
SAO PAULO,BAURU,I/PORSCHE MACAN,2024,1.0
SAO PAULO,BAURU,I/PORSCHE MACAN GTS,2024,1.0
SAO PAULO,BAURU,I/PORSCHE PANAMERA 4SEHY,2024,1.0
SAO PAULO,BEBEDOURO,I/PORSCHE 911CARRERA GTS,2024,1.0
SAO PAULO,BEBEDOURO,I/PORSCHE BOXSTER,2024,1.0
SAO PAULO,BEBEDOURO,I/PORSCHE CAYENNE CP PHE,2024,1.0
SAO PAULO,BEBEDOURO,I/PORSCHE MACAN S,2024,1.0
SAO PAULO,BEBEDOURO,I/PORSCHE MACAN T,2024,1.0
SAO PAULO,BERTIOGA,I/PORSCHE BOXSTER GTS4.0,2024,1.0
SAO PAULO,BERTIOGA,I/PORSCHE MACAN,2024,2.0
SAO PAULO,BERTIOGA,I/PORSCHE MACAN GTS,2024,2.0
SAO PAULO,BERTIOGA,I/PORSCHE PANAMERA 4EHYB,2024,1.0
SAO PAULO,BIRIGUI,I/PORSCHE 911 CARRERA C,2024,1.0
SAO PAULO,BIRIGUI,I/PORSCHE CAYENNE SCPHEV,2024,2.0
SAO PAULO,BOCAINA,I/PORSCHE CAYENNE S PHEV,2024,1.0
SAO PAULO,BOITUVA,I/PORSCHE 911 CARRERA T,2024,1.0
SAO PAULO,BOITUVA,I/PORSCHE 911 GT3 RS,2024,1.0
SAO PAULO,BOITUVA,I/PORSCHE CAYENNE CP PHE,2024,1.0
SAO PAULO,BOITUVA,I/PORSCHE CAYENNE PHEV,2024,1.0
SAO PAULO,BOTUCATU,I/PORSCHE CAYENNE S,2024,1.0
SAO PAULO,BOTUCATU,I/PORSCHE MACAN,2024,1.0
SAO PAULO,BOTUCATU,I/PORSCHE MACAN T,2024,1.0
SAO PAULO,BRAGANCA PAULISTA,I/PORSCHE 911 CARRERA C,2024,1.0
SAO PAULO,BRAGANCA PAULISTA,I/PORSCHE BOXSTER GTS4.0,2024,1.0
SAO PAULO,BRAGANCA PAULISTA,I/PORSCHE CAYENNE CP PHE,2024,1.0
SAO PAULO,BRAGANCA PAULISTA,I/PORSCHE CAYENNE GT CP,2024,1.0
SAO PAULO,BRAGANCA PAULISTA,I/PORSCHE CAYENNE PHEV,2024,1.0
SAO PAULO,BRAGANCA PAULISTA,I/PORSCHE MACAN,2024,2.0
SAO PAULO,BRAGANCA PAULISTA,I/PORSCHE MACAN GTS,2024,1.0
SAO PAULO,BRAGANCA PAULISTA,I/PORSCHE MACAN T,2024,1.0
SAO PAULO,CABREUVA,I/PORSCHE 911 CARRERA,2024,1.0
SAO PAULO,CABREUVA,I/PORSCHE BOXSTER,2024,1.0
SAO PAULO,CABREUVA,I/PORSCHE BOXSTER GTS4.0,2024,1.0
SAO PAULO,CACAPAVA,I/PORSCHE BOXSTER,2024,1.0
SAO PAULO,CACAPAVA,I/PORSCHE MACAN T,2024,1.0
SAO PAULO,CAJAMAR,I/PORSCHE CAYENNE CP PHE,2024,2.0
SAO PAULO,CAMPINAS,I/PORSCHE 911 CAR 4GTS,2024,2.0
SAO PAULO,CAMPINAS,I/PORSCHE 911 CAR 4GTS C,2024,1.0
SAO PAULO,CAMPINAS,I/PORSCHE 911 CARRERA,2024,6.0
SAO PAULO,CAMPINAS,I/PORSCHE 911 CARRERA C,2024,3.0
SAO PAULO,CAMPINAS,I/PORSCHE 911 CARRERA S,2024,1.0
SAO PAULO,CAMPINAS,I/PORSCHE 911 CARRERA SC,2024,1.0
SAO PAULO,CAMPINAS,I/PORSCHE 911 CARRERA T,2024,2.0
SAO PAULO,CAMPINAS,I/PORSCHE 911 GT3 RS,2024,2.0
SAO PAULO,CAMPINAS,I/PORSCHE 911 TARGA 4GTS,2024,2.0
SAO PAULO,CAMPINAS,I/PORSCHE 911 TURBO S CA,2024,1.0
SAO PAULO,CAMPINAS,I/PORSCHE 911CARRERA GTS,2024,4.0
SAO PAULO,CAMPINAS,I/PORSCHE BOXSTER,2024,15.0
SAO PAULO,CAMPINAS,I/PORSCHE BOXSTER GTS4.0,2024,5.0
SAO PAULO,CAMPINAS,I/PORSCHE BOXSTER STYLE,2024,3.0
SAO PAULO,CAMPINAS,I/PORSCHE CAYENNE CP PHE,2024,7.0
SAO PAULO,CAMPINAS,I/PORSCHE CAYENNE PHEV,2024,4.0
SAO PAULO,CAMPINAS,I/PORSCHE CAYENNE S,2024,1.0
SAO PAULO,CAMPINAS,I/PORSCHE CAYENNE S CP,2024,1.0
SAO PAULO,CAMPINAS,I/PORSCHE CAYENNE S PHEV,2024,2.0
SAO PAULO,CAMPINAS,I/PORSCHE CAYENNE SCPHEV,2024,2.0
SAO PAULO,CAMPINAS,I/PORSCHE CAYENNE T PHEV,2024,1.0
SAO PAULO,CAMPINAS,I/PORSCHE CAYENNE TCPHEV,2024,1.0
SAO PAULO,CAMPINAS,I/PORSCHE CAYMAN,2024,2.0
SAO PAULO,CAMPINAS,I/PORSCHE CAYMAN GT4 RS,2024,2.0
SAO PAULO,CAMPINAS,I/PORSCHE CAYMAN GTS 4.0,2024,3.0
SAO PAULO,CAMPINAS,I/PORSCHE CAYMAN STYLE,2024,2.0
SAO PAULO,CAMPINAS,I/PORSCHE MACAN,2024,10.0
SAO PAULO,CAMPINAS,I/PORSCHE MACAN E4,2024,3.0
SAO PAULO,CAMPINAS,I/PORSCHE MACAN E4S,2024,1.0
SAO PAULO,CAMPINAS,I/PORSCHE MACAN ETURBO,2024,1.0
SAO PAULO,CAMPINAS,I/PORSCHE MACAN GTS,2024,5.0
SAO PAULO,CAMPINAS,I/PORSCHE MACAN T,2024,6.0
SAO PAULO,CAMPINAS,I/PORSCHE PANAMERA 4EHYB,2024,1.0
SAO PAULO,CAMPOS DO JORDAO,I/PORSCHE CAYENNE CP PHE,2024,1.0
SAO PAULO,CAMPOS DO JORDAO,I/PORSCHE CAYENNE GT CP,2024,1.0
SAO PAULO,CAPAO BONITO,I/PORSCHE MACAN,2024,1.0
SAO PAULO,CARAPICUIBA,I/PORSCHE BOXSTER,2024,1.0
SAO PAULO,CARAPICUIBA,I/PORSCHE BOXSTER GTS4.0,2024,1.0
SAO PAULO,CARAPICUIBA,I/PORSCHE CAYENNE CP PHE,2024,1.0
SAO PAULO,CARAPICUIBA,I/PORSCHE CAYENNE SCPHEV,2024,1.0
SAO PAULO,CARAPICUIBA,I/PORSCHE CAYMAN STYLE,2024,1.0
SAO PAULO,CARAPICUIBA,I/PORSCHE MACAN GTS,2024,1.0
SAO PAULO,CATANDUVA,I/PORSCHE 911 CARRERA T,2024,1.0
SAO PAULO,CATANDUVA,I/PORSCHE MACAN,2024,2.0
SAO PAULO,CATANDUVA,I/PORSCHE MACAN T,2024,1.0
SAO PAULO,CERQUILHO,I/PORSCHE 911 CARRERA C,2024,1.0
SAO PAULO,CERQUILHO,I/PORSCHE 911CARRERA GTS,2024,1.0
SAO PAULO,CERQUILHO,I/PORSCHE CAYENNE PHEV,2024,1.0
SAO PAULO,CERQUILHO,I/PORSCHE CAYENNE SCPHEV,2024,1.0
SAO PAULO,CESARIO LANGE,I/PORSCHE 911 CARRERA,2024,1.0
SAO PAULO,COLINA,I/PORSCHE 911 CAR 4GTS,2024,1.0
SAO PAULO,CORDEIROPOLIS,I/PORSCHE 911 CAR 4GTS,2024,1.0
SAO PAULO,COSMOPOLIS,I/PORSCHE CAYENNE CP PHE,2024,1.0
SAO PAULO,COTIA,I/PORSCHE 911 CARRERA C,2024,1.0
SAO PAULO,COTIA,I/PORSCHE CAYENNE GT CP,2024,1.0
SAO PAULO,COTIA,I/PORSCHE MACAN T,2024,1.0
SAO PAULO,CRAVINHOS,I/PORSCHE 911 CARRERA T,2024,1.0
SAO PAULO,CRAVINHOS,I/PORSCHE CAYENNE PHEV,2024,1.0
SAO PAULO,CRUZEIRO,I/PORSCHE CAYMAN STYLE,2024,1.0
SAO PAULO,CUBATAO,I/PORSCHE MACAN S,2024,1.0
SAO PAULO,DIADEMA,I/PORSCHE 911 CARRERA,2024,1.0
SAO PAULO,DIADEMA,I/PORSCHE BOXSTER,2024,1.0
SAO PAULO,DIADEMA,I/PORSCHE CAYENNE SCPHEV,2024,1.0
SAO PAULO,DIADEMA,I/PORSCHE MACAN,2024,1.0
SAO PAULO,DOIS CORREGOS,I/PORSCHE BOXSTER GTS4.0,2024,1.0
SAO PAULO,DOIS CORREGOS,I/PORSCHE CAYENNE S PHEV,2024,1.0
SAO PAULO,DOIS CORREGOS,I/PORSCHE CAYMAN GT4 RS,2024,1.0
SAO PAULO,EMBU DAS ARTES,I/PORSCHE 911 CARRERA,2024,2.0
SAO PAULO,EMBU DAS ARTES,I/PORSCHE BOXSTER,2024,1.0
SAO PAULO,EMBU DAS ARTES,I/PORSCHE CAYENNE S PHEV,2024,1.0
SAO PAULO,EMBU DAS ARTES,I/PORSCHE MACAN S,2024,1.0
SAO PAULO,EMBU DAS ARTES,I/PORSCHE PANAMERA 4EHYB,2024,1.0
SAO PAULO,ENGENHEIRO COELHO,I/PORSCHE 911 CARRERA,2024,1.0
SAO PAULO,ESPIRITO SANTO DO PINHAL,I/PORSCHE 911 CARRERA,2024,2.0
SAO PAULO,ESPIRITO SANTO DO PINHAL,I/PORSCHE MACAN,2024,1.0
SAO PAULO,FERNANDOPOLIS,I/PORSCHE BOXSTER,2024,2.0
SAO PAULO,FERNANDOPOLIS,I/PORSCHE BOXSTER GTS4.0,2024,1.0
SAO PAULO,FERRAZ DE VASCONCELOS,I/PORSCHE BOXSTER,2024,1.0
SAO PAULO,FRANCA,I/PORSCHE 911 CARRERA,2024,3.0
SAO PAULO,FRANCA,I/PORSCHE CAYENNE PHEV,2024,1.0
SAO PAULO,FRANCA,I/PORSCHE CAYENNE SCPHEV,2024,1.0
SAO PAULO,FRANCA,I/PORSCHE CAYMAN GTS 4.0,2024,1.0
SAO PAULO,FRANCO DA ROCHA,I/PORSCHE BOXSTER,2024,1.0
SAO PAULO,GARCA,I/PORSCHE BOXSTER GTS4.0,2024,1.0
SAO PAULO,GUAIRA,I/PORSCHE MACAN,2024,1.0
SAO PAULO,GUAPIACU,I/PORSCHE MACAN GTS,2024,1.0
SAO PAULO,GUARARAPES,I/PORSCHE MACAN S,2024,1.0
SAO PAULO,GUARATINGUETA,I/PORSCHE MACAN,2024,1.0
SAO PAULO,GUARUJA,I/PORSCHE BOXSTER,2024,2.0
SAO PAULO,GUARUJA,I/PORSCHE CAYENNE CP PHE,2024,1.0
SAO PAULO,GUARUJA,I/PORSCHE MACAN,2024,2.0
SAO PAULO,GUARUJA,I/PORSCHE MACAN S,2024,1.0
SAO PAULO,GUARULHOS,I/PORSCHE 911 CAR 4GTS,2024,1.0
SAO PAULO,GUARULHOS,I/PORSCHE 911 CAR GTS CA,2024,2.0
SAO PAULO,GUARULHOS,I/PORSCHE 911 CARRERA,2024,4.0
SAO PAULO,GUARULHOS,I/PORSCHE 911 CARRERA C,2024,3.0
SAO PAULO,GUARULHOS,I/PORSCHE 911 GT3 RS,2024,1.0
SAO PAULO,GUARULHOS,I/PORSCHE 911 TURBO S,2024,1.0
SAO PAULO,GUARULHOS,I/PORSCHE 911 TURBO S CA,2024,1.0
SAO PAULO,GUARULHOS,I/PORSCHE BOXSTER,2024,12.0
SAO PAULO,GUARULHOS,I/PORSCHE BOXSTER GTS4.0,2024,1.0
SAO PAULO,GUARULHOS,I/PORSCHE CAYENNE CP PHE,2024,5.0
SAO PAULO,GUARULHOS,I/PORSCHE CAYENNE GT CP,2024,1.0
SAO PAULO,GUARULHOS,I/PORSCHE CAYENNE PHEV,2024,2.0
SAO PAULO,GUARULHOS,I/PORSCHE CAYENNE S CP,2024,2.0
SAO PAULO,GUARULHOS,I/PORSCHE CAYENNE SCPHEV,2024,3.0
SAO PAULO,GUARULHOS,I/PORSCHE CAYENNE T PHEV,2024,1.0
SAO PAULO,GUARULHOS,I/PORSCHE CAYMAN,2024,1.0
SAO PAULO,GUARULHOS,I/PORSCHE CAYMAN STYLE,2024,1.0
SAO PAULO,GUARULHOS,I/PORSCHE MACAN,2024,2.0
SAO PAULO,GUARULHOS,I/PORSCHE MACAN E4S,2024,1.0
SAO PAULO,GUARULHOS,I/PORSCHE MACAN S,2024,2.0
SAO PAULO,GUARULHOS,I/PORSCHE MACAN T,2024,4.0
SAO PAULO,GUARULHOS,I/PORSCHE PANAMERA 4EHYB,2024,1.0
SAO PAULO,GUARULHOS,I/PORSCHE PANAMERA 4SEHY,2024,1.0
SAO PAULO,HORTOLANDIA,I/PORSCHE 911 CARRERA S,2024,1.0
SAO PAULO,IBITINGA,I/PORSCHE 911CARRERA GTS,2024,1.0
SAO PAULO,IBITINGA,I/PORSCHE BOXSTER GTS4.0,2024,1.0
SAO PAULO,IBIUNA,I/PORSCHE 911 CAR GTS CA,2024,2.0
SAO PAULO,IBIUNA,I/PORSCHE 911CARRERA GTS,2024,1.0
SAO PAULO,IBIUNA,I/PORSCHE BOXSTER,2024,1.0
SAO PAULO,IBIUNA,I/PORSCHE BOXSTER STYLE,2024,1.0
SAO PAULO,IBIUNA,I/PORSCHE CAYENNE CP PHE,2024,1.0
SAO PAULO,IBIUNA,I/PORSCHE CAYENNE S,2024,1.0
SAO PAULO,IBIUNA,I/PORSCHE CAYMAN,2024,1.0
SAO PAULO,INDAIATUBA,I/PORSCHE 911 CARRERA,2024,1.0
SAO PAULO,INDAIATUBA,I/PORSCHE 911 CARRERA SC,2024,1.0
SAO PAULO,INDAIATUBA,I/PORSCHE 911 CARRERA T,2024,1.0
SAO PAULO,INDAIATUBA,I/PORSCHE BOXSTER,2024,3.0
SAO PAULO,INDAIATUBA,I/PORSCHE CAYENNE CP PHE,2024,2.0
SAO PAULO,INDAIATUBA,I/PORSCHE CAYENNE T PHEV,2024,1.0
SAO PAULO,INDAIATUBA,I/PORSCHE CAYMAN,2024,1.0
SAO PAULO,INDAIATUBA,I/PORSCHE MACAN,2024,2.0
SAO PAULO,INDAIATUBA,I/PORSCHE MACAN T,2024,2.0
SAO PAULO,IPEUNA,I/PORSCHE BOXSTER,2024,1.0
SAO PAULO,IRACEMAPOLIS,I/PORSCHE 911 GT3 RS,2024,1.0
SAO PAULO,ITAJOBI,I/PORSCHE MACAN T,2024,1.0
SAO PAULO,ITAPECERICA DA SERRA,I/PORSCHE PANAMERA 4EHYB,2024,1.0
SAO PAULO,ITAPETININGA,I/PORSCHE CAYENNE CP PHE,2024,1.0
SAO PAULO,ITAPETININGA,I/PORSCHE MACAN,2024,1.0
SAO PAULO,ITAPEVI,I/PORSCHE 911 CARRERA T,2024,1.0
SAO PAULO,ITAPEVI,I/PORSCHE 911 TURBO S,2024,1.0
SAO PAULO,ITAPEVI,I/PORSCHE BOXSTER,2024,1.0
SAO PAULO,ITAPEVI,I/PORSCHE CAYENNE PHEV,2024,1.0
SAO PAULO,ITAPIRA,I/PORSCHE 911 CARRERA S,2024,1.0
SAO PAULO,ITAPIRA,I/PORSCHE CAYENNE SCPHEV,2024,1.0
SAO PAULO,ITAPIRA,I/PORSCHE MACAN,2024,1.0
SAO PAULO,ITAPIRA,I/PORSCHE MACAN E4,2024,1.0
SAO PAULO,ITAQUAQUECETUBA,I/PORSCHE 911 CARRERA,2024,1.0
SAO PAULO,ITAQUAQUECETUBA,I/PORSCHE BOXSTER,2024,1.0
SAO PAULO,ITATIBA,I/PORSCHE 911 CAR GTS CA,2024,1.0
SAO PAULO,ITATIBA,I/PORSCHE 911 CARRERA,2024,2.0
SAO PAULO,ITATIBA,I/PORSCHE 911 CARRERA T,2024,1.0
SAO PAULO,ITATIBA,I/PORSCHE 911 TARGA 4GTS,2024,1.0
SAO PAULO,ITATIBA,I/PORSCHE BOXSTER,2024,2.0
SAO PAULO,ITATIBA,I/PORSCHE CAYENNE CP PHE,2024,1.0
SAO PAULO,ITATIBA,I/PORSCHE CAYENNE GT CP,2024,2.0
SAO PAULO,ITATIBA,I/PORSCHE MACAN,2024,1.0
SAO PAULO,ITU,I/PORSCHE 911 CARRERA,2024,1.0
SAO PAULO,ITU,I/PORSCHE 911CARRERA GTS,2024,1.0
SAO PAULO,ITU,I/PORSCHE BOXSTER,2024,1.0
SAO PAULO,ITU,I/PORSCHE CAYENNE CP PHE,2024,1.0
SAO PAULO,ITU,I/PORSCHE CAYENNE S CP,2024,1.0
SAO PAULO,ITU,I/PORSCHE CAYMAN,2024,1.0
SAO PAULO,ITU,I/PORSCHE MACAN,2024,2.0
SAO PAULO,ITU,I/PORSCHE PANAMERA 4SEHY,2024,1.0
SAO PAULO,ITUPEVA,I/PORSCHE 911 CARRERA C,2024,1.0
SAO PAULO,ITUPEVA,I/PORSCHE CAYENNE CP PHE,2024,1.0
SAO PAULO,ITUPEVA,I/PORSCHE MACAN,2024,1.0
SAO PAULO,ITUPEVA,I/PORSCHE MACAN GTS,2024,1.0
SAO PAULO,ITUPEVA,I/PORSCHE MACAN T,2024,1.0
SAO PAULO,ITUVERAVA,I/PORSCHE MACAN,2024,1.0
SAO PAULO,JABOTICABAL,I/PORSCHE 911 CARRERA,2024,1.0
SAO PAULO,JABOTICABAL,I/PORSCHE BOXSTER,2024,1.0
SAO PAULO,JABOTICABAL,I/PORSCHE CAYENNE CP PHE,2024,1.0
SAO PAULO,JABOTICABAL,I/PORSCHE CAYENNE SCPHEV,2024,1.0
SAO PAULO,JABOTICABAL,I/PORSCHE MACAN,2024,1.0
SAO PAULO,JACAREI,I/PORSCHE 911 CAR GTS CA,2024,1.0
SAO PAULO,JACAREI,I/PORSCHE MACAN GTS,2024,1.0
